;Identifiant;ft_2_categ;EXPO;ft_4_categ;ft_5_categ;ft_6_categ;ft_7_categ;ft_8_categ;ft_9_categ;ft_10_categ;ft_11_categ;ft_12_categ;ft_13_categ;ft_14_categ;ft_15_categ;ft_16_categ;ft_17_categ;ft_18_categ;ft_19_categ;superficief;ft_21_categ;ft_23_categ;ft_24_categ;Insee;ft_22_categ_c;target
9235;14231;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1370.0;4;0.0;5;06083;2008.0;0
9236;5153;2013;1.0;1;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;2692.0;3;0.0;5;33522;1960.0;0
9237;9800;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;710.0;2;0.0;0;13206;1965.1201847262896;0
9238;1415;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2465.0;2;0.0;0;34172;1980.0;0
9239;1613;2014;1.0;1;V;N;2;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;1050.0;2;0.0;6;38151;1972.0;0
9240;14482;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;999.0;2;0.6;3;66130;2008.0;0
9241;9421;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;587.0;2;0.0;0;69388;1965.1201847262896;0
9242;9285;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;3;0.0;0;92009;1965.1201847262896;0
9243;10939;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1240.0;2;0.0;2;30133;1970.0;0
9244;14477;2013;0.556164384;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;320.0;2;0.0;0;67482;1960.0;0
9245;10383;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;2;0.0;0;13205;1960.0;0
9246;13844;2016;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;560.0;4;0.0;0;75107;1960.0;1
9247;5382;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;895.0;2;0.0;0;90010;1988.0;0
9248;9849;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3450.0;2;0.0;0;83129;1980.0;0
9249;8480;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;180.0;4;0.0;3;06159;1900.0;0
9250;7700;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1447.0;2;0.0;0;63113;1980.0;1
9251;9771;2016;0.99726776;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2600.0;2;0.0;6;13203;1970.0;1
9252;14374;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;978.0;2;0.0;0;26281;1960.0;0
9253;16793;2013;1.0;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2758.0;2;0.0;6;13201;1960.0;1
9254;8535;2015;0.58630137;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4634.0;4;0.0;0;06004;1965.1201847262896;1
9255;306;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;750.0;2;0.0;4;95488;1900.0;0
9256;10206;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;1;0.0;0;63075;1988.0;0
9257;15017;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1558.0;1;0.0;0;63070;1988.0;1
9258;11943;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;650.0;2;0.0;0;51454;1960.0;1
9259;1935;2014;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3335.0;1;0.0;0;74081;1980.0;1
9260;5871;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;550.0;2;0.0;0;30133;1980.0;0
9261;7442;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;415.0;2;0.3;3;66136;1988.0;0
9262;18193;2012;0.915300546;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;330.0;2;0.0;3;59328;1900.0;0
9263;9621;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;2;0.0;0;42218;1980.0;0
9264;14957;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1054.0;2;0.0;0;25462;1960.0;0
9265;2663;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1034.0;2;0.0;0;38544;1960.0;1
9266;3205;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1750.0;2;0.0;0;13207;1960.0;0
9267;17354;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1010.0;3;0.6;3;94015;2011.0;0
9268;8250;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4500.0;3;0.0;0;2B033;1965.1201847262896;0
9269;18386;2012;0.743169399;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;3050.0;1;0.0;10;86066;2012.0;0
9270;7932;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;2;0.0;0;25056;1960.0;0
9271;15549;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;1861.0;2;0.0;5;82121;2008.0;0
9272;15943;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;400.0;1;0.0;3;13004;1890.0;0
9273;16709;2013;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;5182.0;2;0.0;6;64102;2010.0;1
9274;12562;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3200.0;4;0.0;0;06004;1980.0;1
9275;18237;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1000.0;2;0.6;2;83048;1980.0;1
9276;4094;2016;0.994535519;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;320.0;2;0.0;4;13205;1920.0;1
9277;5345;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;1;0.0;0;42187;1960.0;0
9278;8262;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1205.0;3;0.0;0;2B033;1965.1201847262896;0
9279;16355;2015;1.0;1;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;450.0;2;0.0;4;78311;1980.0;0
9280;9576;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;2;0.0;0;13205;1960.0;0
9281;13579;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;510.0;2;0.0;0;64122;1960.0;0
9282;8172;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2400.0;3;0.0;0;2B033;1965.1201847262896;0
9283;1127;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1846.0;2;0.0;0;13205;1965.1201847262896;1
9284;8910;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2500.0;4;0.0;6;06104;1975.0;0
9285;2355;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;920.0;2;0.0;0;56078;1980.0;1
9286;18212;2013;0.161643836;1;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;base;1;418.0;1;0.0;3;47323;1900.0;0
9287;15389;2013;0.136986301;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;effpi;2;1700.0;4;0.0;7;75118;1959.0;1
9288;11659;2016;0.99726776;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2400.0;2;0.0;5;80228;1974.0;1
9289;18687;2015;0.495890411;1;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;effpi;2;2128.0;2;0.0;4;13001;1960.0;0
9290;15784;2014;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;490.0;3;0.0;2;94052;1950.0;0
9291;17511;2013;1.0;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;6576.0;2;0.0;10;42218;1982.0;1
9292;8187;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4000.0;3;0.0;0;2B033;1965.1201847262896;0
9293;8873;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1250.0;4;0.0;0;06083;1965.1201847262896;0
9294;9834;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2600.0;2;0.0;6;13201;1970.0;1
9295;16359;2013;0.884931507;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;1005.0;2;0.3;2;65440;1950.0;0
9296;13735;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1600.0;2;0.0;0;13206;1960.0;0
9297;19276;2013;0.331506849;0;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;pi;2;700.0;2;0.0;3;77305;1920.0;0
9298;19481;2014;0.794520548;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2600.0;2;0.0;4;13208;1960.0;1
9299;13607;2012;0.915300546;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;7500.0;3;0.0;6;93008;2003.0;0
9300;4007;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;270.0;1;0.0;0;17300;1960.0;0
9301;10413;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;340.0;2;0.3;4;80021;1950.0;0
9302;11833;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;1;0.0;0;87085;1960.0;0
9303;15206;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;eff;2;615.0;2;0.0;5;13201;1970.0;1
9304;5160;2014;1.0;0;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;base;2;350.0;2;0.3;5;66119;1846.0;0
9305;16345;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2300.0;2;0.0;2;80228;1988.0;0
9306;10641;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;880.0;2;0.0;0;13204;1965.1201847262896;0
9307;6792;2015;0.747945205;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1081.0;4;0.0;0;75109;1960.0;0
9308;11626;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;2;0.0;0;83017;1960.0;0
9309;10692;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3160.0;4;2.0;4;06004;1960.0;0
9310;1651;2014;0.6;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1957.0;2;0.0;0;76351;1960.0;0
9311;11710;2016;0.99726776;0;O;V;V;V;V;V;V;V;V;V;V;V;N;base;2;810.0;2;0.0;0;83123;1988.0;0
9312;14312;2016;0.99726776;1;V;N;1;O;1;O;N;O;O;O;AUTRE;IDENTIQUE;V;base;2;1350.0;4;0.0;6;75110;1880.0;0
9313;8164;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;355.0;4;0.0;0;06030;1965.1201847262896;0
9314;594;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1070.0;2;0.0;0;13208;1980.0;0
9315;15041;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4000.0;2;0.0;0;13216;1988.0;0
9316;12717;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;1;0.0;0;46176;1960.0;0
9317;16809;2014;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;4650.0;2;0.3;1;83118;2001.0;1
9318;2480;2013;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1750.0;2;0.0;0;62498;1965.1201847262896;0
9319;8003;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;650.0;2;0.0;0;95199;1965.1201847262896;0
9320;1128;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;340.0;2;0.0;3;13205;1900.0;0
9321;2250;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;560.0;2;0.3;2;82121;1950.0;1
9322;13680;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1900.0;2;0.3;2;83123;1990.0;0
9323;19924;2016;0.333333333;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;862.0;4;0.0;2;06159;1960.0;0
9324;1498;2013;0.41369863;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;230.0;2;0.0;0;13207;1980.0;0
9325;2374;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;432.0;1;0.0;0;13117;1965.1201847262896;0
9326;4736;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5195.0;2;0.0;0;13205;1960.0;0
9327;2766;2014;0.567123288;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;676.0;2;0.0;0;64122;1960.0;0
9328;8169;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;83118;1980.0;0
9329;9569;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;14850.0;2;0.0;0;42218;1980.0;0
9330;8594;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;577.0;4;0.0;0;06088;1965.1201847262896;0
9331;19815;2016;0.99726776;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;1;570.0;3;0.6;5;54395;1920.0;0
9332;7544;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;900.0;4;0.0;6;75118;1890.0;1
9333;9299;2013;0.246575342;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1096.0;4;0.0;0;75106;1965.1201847262896;0
9334;12973;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;8100.0;3;0.6;7;2A004;1966.0;0
9335;17608;2014;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;3750.0;3;0.0;3;92002;2009.0;1
9336;11650;2015;1.0;1;V;N;V;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;850.0;2;0.0;3;40312;2006.0;1
9337;13281;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1984.0;4;0.0;7;06088;1954.0;1
9338;148;2012;0.836065574;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1600.0;2;0.0;0;57463;1965.1201847262896;0
9339;8726;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;400.0;4;0.0;3;06147;1950.0;0
9340;14;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;13204;1960.0;0
9341;2914;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1900.0;1;0.0;0;84129;1980.0;0
9342;5712;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1400.0;4;0.0;0;75115;1965.1201847262896;0
9343;9626;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;760.0;2;0.0;0;13206;1960.0;1
9344;3788;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1300.0;2;0.0;0;21231;1965.1201847262896;0
9345;9793;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;12390.0;1;0.0;0;84138;1960.0;1
9346;11437;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;550.0;2;0.0;0;95500;1960.0;0
9347;14575;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;607.0;1;0.0;0;74104;1988.0;0
9348;18568;2014;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;730.0;3;0.6;4;93062;1900.0;1
9349;19021;2016;0.99726776;1;V;N;3;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;2929.0;4;0.0;8;75116;1930.0;1
9350;16810;2013;1.0;1;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;3224.0;2;0.0;5;78423;1970.0;0
9351;5724;2015;0.580821918;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;18000.0;4;0.0;0;06029;1980.0;1
9352;16071;2014;1.0;1;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1093.0;2;0.0;3;83137;1995.0;0
9353;15624;2014;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;340.0;2;0.0;3;78311;1948.0;0
9354;10916;2013;0.128767123;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2100.0;2;0.0;0;68224;1980.0;0
9355;11125;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2400.0;4;0.0;0;06004;1965.1201847262896;1
9356;11551;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;18109.0;4;0.0;0;06155;1980.0;1
9357;15112;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;650.0;2;0.0;3;66072;2008.0;0
9358;405;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;785.0;1;0.0;4;74189;1978.0;0
9359;11316;2015;0.747945205;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4000.0;1;0.0;0;74309;1988.0;1
9360;9843;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2100.0;2;0.0;0;13208;1960.0;1
9361;11153;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;645.0;2;0.0;0;13202;1960.0;0
9362;9743;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;520.0;2;0.0;0;13206;1960.0;0
9363;10416;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1600.0;2;0.0;0;80016;1980.0;0
9364;8;2012;0.994535519;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2552.0;2;0.0;0;38563;1965.1201847262896;0
9365;6315;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;220.0;2;0.0;0;13204;1980.0;0
9366;7274;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;747.0;4;0.0;0;75105;1965.1201847262896;0
9367;3990;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;1493.0;1;0.0;0;22054;1965.1201847262896;0
9368;11289;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1284.0;2;0.0;3;63113;2005.0;0
9369;8229;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1095.0;3;0.0;0;2B033;1965.1201847262896;1
9370;6551;2015;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;pi;1;1004.0;1;0.0;3;58194;1600.0;0
9371;8927;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2460.0;4;0.0;0;06083;1965.1201847262896;0
9372;11684;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;960.0;2;0.0;0;83144;1980.0;0
9373;8234;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1888.0;3;0.0;0;2B033;1965.1201847262896;1
9374;6049;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;340.0;2;0.0;0;29019;1960.0;0
9375;12547;2015;0.364383562;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;1;0.0;0;13021;1960.0;0
9376;9093;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;3;0.0;0;59350;1965.1201847262896;0
9377;2738;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;522.0;2;0.0;2;13211;1964.0;0
9378;11729;2014;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;eff;1;310.0;2;0.0;3;13206;1951.0;0
9379;18436;2014;0.61369863;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;332.0;3;0.0;3;83137;1871.0;0
9380;5799;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;147.0;2;0.0;0;56034;1980.0;0
9381;10869;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;380.0;1;0.3;3;58295;1960.0;0
9382;14040;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1750.0;2;0.0;0;34301;1960.0;0
9383;12584;2016;0.99726776;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;490.0;2;0.0;5;13205;1950.0;1
9384;12947;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;627.0;4;0.0;0;75107;1960.0;0
9385;11870;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2900.0;3;0.0;0;92049;1965.1201847262896;0
9386;15129;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3826.0;1;0.0;5;73303;2009.0;0
9387;400;2015;1.0;0;V;N;1;O;1;O;N;O;N;O;AUTRE;IDENTIQUE;V;base;2;750.0;1;0.0;4;74236;1900.0;0
9388;11311;2014;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;3;0.0;0;93061;1960.0;0
9389;16906;2012;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;731.0;2;0.0;3;34032;2010.0;0
9390;16613;2014;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3900.0;2;0.0;5;77468;1997.0;1
9391;16587;2015;0.246575342;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;330.0;2;0.0;3;66136;2001.0;0
9392;15196;2015;1.0;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;3269.0;4;0.0;4;06070;1975.0;0
9393;2137;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4943.0;2;0.0;0;42218;1980.0;0
9394;2229;2014;0.495890411;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;1;0.0;0;28088;1980.0;0
9395;15045;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;360.0;2;0.0;0;90008;1960.0;0
9396;14232;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1370.0;4;0.0;5;06083;2008.0;0
9397;11859;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;eff;1;200.0;2;0.0;4;31555;1995.0;0
9398;654;2016;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;425.0;4;0.0;0;75107;1965.1201847262896;0
9399;13365;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;955.0;2;0.0;0;56260;1960.0;0
9400;18697;2015;1.0;0;V;N;2;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;effpi;2;7200.0;2;0.0;10;13205;1960.0;1
9401;14014;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;160.0;1;0.0;0;91174;1980.0;0
9402;9217;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;2;0.0;0;13204;1960.0;0
9403;17312;2012;1.0;1;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1024.0;1;0.3;6;91161;2011.0;0
9404;17529;2013;1.0;0;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;V;2;858.0;2;0.3;2;66182;1995.0;0
9405;17001;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;450.0;2;0.0;3;83090;1920.0;0
9406;1023;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1530.0;1;0.0;0;74042;1965.1201847262896;0
9407;4766;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;150.0;3;0.0;0;59350;1960.0;0
9408;9009;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;220.0;3;0.0;0;92007;1980.0;0
9409;6837;2013;1.0;0;O;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1450.0;2;0.0;0;67218;1980.0;0
9410;2777;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;5266.0;4;0.0;5;06088;1970.0;0
9411;10703;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4500.0;2;0.0;0;31555;1988.0;0
9412;17969;2016;0.99726776;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1423.0;2;0.0;4;66136;2011.0;0
9413;19366;2016;0.99726776;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;2700.0;3;0.6;6;93029;1965.0;1
9414;18626;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2500.0;1;0.0;4;16015;2009.0;0
9415;7384;2014;1.0;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;10732.0;2;0.0;10;78372;1973.0;1
9416;5986;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;228.0;2;0.0;0;69052;1965.1201847262896;0
9417;12811;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1100.0;2;0.0;0;13206;1960.0;0
9418;14868;2013;0.84109589;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;2;0.0;0;34088;1960.0;1
9419;10729;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;645.0;2;0.0;0;13202;1960.0;0
9420;17260;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1300.0;2;0.0;4;76255;2004.0;0
9421;16515;2015;0.98630137;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;3933.0;2;0.0;5;69266;2009.0;0
